Index,Property,Unit,Sq Ft,Bed Rooms,Program,Contract No.,Market Rent,Gross Rent,Contract Rent,RD Basic Rent,Subsidy,Tenant Rent,Utility Allowance,Optional Charges,TTP,Utility Reim.
1298,Rheingold Gardens Associates L.P. (rheing),533-2F  ,1050,3,Tax Credit,,942.74,1292.83,0,0,0,1177.83,115,0,1292.83,0
1299,Rheingold Gardens Associates L.P. (rheing),533-2G  ,840,2,Tax Credit,,631.86,1078,0,0,0,1020,58,0,1078,0
1300,Rheingold Gardens Associates L.P. (rheing),533-2H  ,840,2,Tax Credit,,942.31,1078.19,0,0,0,985.19,93,0,1078.19,0
1301,Rheingold Gardens Associates L.P. (rheing),533-2I  ,840,2,Tax Credit,,725.64,872.51,0,0,0,779.51,93,0,872.51,0
1302,Rheingold Gardens Associates L.P. (rheing),533-2J  ,840,2,Tax Credit,,772.7,956.26,0,0,0,863.26,93,0,956.26,0
1303,Rheingold Gardens Associates L.P. (rheing),533-3A  ,840,2,Tax Credit,,658.24,1113.1,0,0,240.59,779.51,93,0,872.51,0
1304,Rheingold Gardens Associates L.P. (rheing),533-3B  ,1050,3,Tax Credit,,729.67,870.31,0,0,0,795.31,75,0,870.31,0
1305,Rheingold Gardens Associates L.P. (rheing),533-3C  ,570,1,,,524.36,0,0,0,0,0,57,0,0,0
1306,Rheingold Gardens Associates L.P. (rheing),533-3D  ,840,3,Tax Credit,,740.02,1081.67,0,0,0,966.67,115,0,1081.67,0
1307,Rheingold Gardens Associates L.P. (rheing),533-3E  ,1050,3,Tax Credit,,769.8,1046.72,0,0,0,931.72,115,0,1046.72,0
1308,Rheingold Gardens Associates L.P. (rheing),533-3F  ,1050,3,Tax Credit,,935.46,1336.95,0,0,0,1221.95,115,0,1336.95,0
1309,Rheingold Gardens Associates L.P. (rheing),533-3G  ,840,2,Tax Credit,,1002.92,1115,0,0,0,1022,93,0,1115,0
1310,Rheingold Gardens Associates L.P. (rheing),533-3H  ,840,2,Tax Credit,,764.88,1013.33,0,0,0,971.33,42,0,1013.33,0
1311,Rheingold Gardens Associates L.P. (rheing),533-3I  ,840,2,Tax Credit,,658.24,952.56,0,0,0,859.56,93,0,952.56,0
1312,Rheingold Gardens Associates L.P. (rheing),533-3J  ,840,2,Tax Credit,,658.24,889.65,0,0,0,831.65,58,0,889.65,0
1313,Rheingold Gardens Associates L.P. (rheing),533-4A  ,840,2,Tax Credit,,1046.6,1139.6,0,0,0,1046.6,93,0,1139.6,0
1314,Rheingold Gardens Associates L.P. (rheing),533-4B  ,1050,3,Tax Credit,,848.62,986.62,0,0,0,911.62,75,0,986.62,0
1315,Rheingold Gardens Associates L.P. (rheing),533-4C  ,570,1,Tax Credit,,722.69,902.39,0,0,0,830.39,72,0,902.39,0
1316,Rheingold Gardens Associates L.P. (rheing),533-4D  ,840,2,Tax Credit,,937.94,1049.7,0,0,0,956.7,93,0,1049.7,0
1317,Rheingold Gardens Associates L.P. (rheing),533-4E  ,1050,3,Tax Credit,,933.3,1090.76,0,0,0,975.76,115,0,1090.76,0
1318,Rheingold Gardens Associates L.P. (rheing),533-4F  ,1050,3,Tax Credit,,769.8,1076.06,0,0,0,961.06,115,0,1076.06,0
1319,Rheingold Gardens Associates L.P. (rheing),533-4G  ,840,2,Tax Credit,,808.86,1123.83,0,0,0,1030.83,93,0,1123.83,0
1320,Rheingold Gardens Associates L.P. (rheing),533-4H  ,840,2,Tax Credit,,808.86,1149.6,0,0,0,1056.6,93,0,1149.6,0
1321,Rheingold Gardens Associates L.P. (rheing),533-4I  ,840,2,Tax Credit,,998.19,1147.09,0,0,0,1054.09,93,0,1147.09,0
1322,Rheingold Gardens Associates L.P. (rheing),533-4J  ,840,2,Tax Credit,,658.24,952.84,0,0,0,859.84,93,0,952.84,0
1323,Rheingold Gardens Associates L.P. (rheing),533-5A  ,840,2,,,78.83,0,0,0,0,0,42,0,0,0
1324,Rheingold Gardens Associates L.P. (rheing),533-5B  ,1050,3,Tax Credit,,1154.79,1186.76,0,0,918.76,153,115,0,268,0
1325,Rheingold Gardens Associates L.P. (rheing),533-5C  ,570,1,Tax Credit,,624.77,842.23,0,0,0,770.23,72,0,842.23,0
1326,Rheingold Gardens Associates L.P. (rheing),533-5D  ,840,2,Tax Credit,,991.2,1154.96,0,0,0,1061.96,93,0,1154.96,0
1327,Rheingold Gardens Associates L.P. (rheing),533-5E  ,1050,3,Tax Credit,,1088.39,1203.39,0,0,0,1088.39,115,0,1203.39,0
1328,Rheingold Gardens Associates L.P. (rheing),533-5F  ,1050,3,Tax Credit,,615.74,1148.9,0,0,608,485.9,55,0,540.9,0
1329,Rheingold Gardens Associates L.P. (rheing),533-5G  ,840,2,Tax Credit,,733.62,915.4,0,0,0,822.4,93,0,915.4,0
1330,Rheingold Gardens Associates L.P. (rheing),533-5H  ,840,2,Tax Credit,,658.24,931.87,0,0,0,838.87,93,0,931.87,0
1331,Rheingold Gardens Associates L.P. (rheing),533-5I  ,840,2,Tax Credit,,973.27,1040.23,0,0,0,947.23,93,0,1040.23,0
1332,Rheingold Gardens Associates L.P. (rheing),533-5J  ,840,2,Tax Credit,,880,1059.1,0,0,0,966.1,93,0,1059.1,0
1333,Rheingold Gardens Associates L.P. (rheing),533-6A  ,840,2,Tax Credit,,808.86,1103.18,0,0,0,1010.18,93,0,1103.18,0
1334,Rheingold Gardens Associates L.P. (rheing),533-6B  ,1040,3,Tax Credit,,769.8,1158,0,0,0,1043,115,0,1158,0
1335,Rheingold Gardens Associates L.P. (rheing),533-6C  ,570,1,Tax Credit,,648.35,782.37,0,0,0,710.37,72,0,782.37,0
1336,Rheingold Gardens Associates L.P. (rheing),533-6D  ,840,2,Tax Credit,,843.19,998.79,0,0,0,905.79,93,0,998.79,0
1337,Rheingold Gardens Associates L.P. (rheing),533-6E  ,1050,3,Tax Credit,,942.74,1205.04,0,0,0,1130.04,75,0,1205.04,0
1338,Rheingold Gardens Associates L.P. (rheing),533-6F  ,1050,3,Tax Credit,,848.63,1026.62,0,0,0,911.62,115,0,1026.62,0
1339,Rheingold Gardens Associates L.P. (rheing),533-6G  ,840,2,Tax Credit,,606.23,904.72,0,0,0,811.72,93,0,904.72,0
1340,Rheingold Gardens Associates L.P. (rheing),533-6H  ,840,2,Tax Credit,,808.86,1240.69,0,0,91.09,1056.6,93,0,1149.6,0
1341,Rheingold Gardens Associates L.P. (rheing),533-6I  ,840,2,Tax Credit,,1003.96,1107,0,0,0,1014,93,0,1107,0
1342,Rheingold Gardens Associates L.P. (rheing),533-6J  ,840,2,Tax Credit,,658.24,910.78,0,0,0,817.78,93,0,910.78,0
1343,Rheingold Gardens Associates L.P. (rheing),533COMM ,1050,3,,,7921,0,0,0,0,0,0,0,0,0
1344,Rheingold Gardens Associates L.P. (rheing),555-2A  ,840,2,Tax Credit,,737.18,935.24,0,0,0,842.24,93,0,935.24,0
1345,Rheingold Gardens Associates L.P. (rheing),555-2B  ,840,2,Tax Credit,,622.45,896.87,0,0,0,838.87,58,0,896.87,0
1346,Rheingold Gardens Associates L.P. (rheing),555-2C  ,1040,3,Tax Credit,,1250.76,1458.62,0,0,0,1343.62,115,0,1458.62,0
1347,Rheingold Gardens Associates L.P. (rheing),555-2D  ,1050,3,Tax Credit,,961.83,1120,690,0,0,1005,115,0,1120,0
1348,Rheingold Gardens Associates L.P. (rheing),555-2E  ,840,2,Tax Credit,,808.86,1136.86,0,0,0,1043.86,93,0,1136.86,0
1349,Rheingold Gardens Associates L.P. (rheing),555-2F  ,840,2,Tax Credit,,807.79,936.79,0,0,0,807.79,129,0,936.79,0
1350,Rheingold Gardens Associates L.P. (rheing),555-3A  ,570,1,Tax Credit,,189.58,1068.76,0,0,345.88,650.88,72,0,722.88,0
1351,Rheingold Gardens Associates L.P. (rheing),555-3B  ,840,2,Tax Credit,,982.62,1075.62,0,0,0,982.62,93,0,1075.62,0
1352,Rheingold Gardens Associates L.P. (rheing),555-3C  ,1050,3,Tax Credit,,813.24,1026.65,0,0,0,911.65,115,0,1026.65,0
1353,Rheingold Gardens Associates L.P. (rheing),555-3D  ,1040,3,Tax Credit,,769.8,1100.86,0,0,0,985.86,115,0,1100.86,0
1354,Rheingold Gardens Associates L.P. (rheing),555-3E  ,840,2,Tax Credit,,658.24,952.84,0,0,539.87,319.97,93,0,412.97,0
1355,Rheingold Gardens Associates L.P. (rheing),555-3F  ,840,2,Tax Credit,,622.45,908.63,0,0,0,815.63,93,0,908.63,0
1356,Rheingold Gardens Associates L.P. (rheing),555-3G  ,840,2,,,658.24,0,0,0,0,0,58,0,0,0
1357,Rheingold Gardens Associates L.P. (rheing),555-3H  ,1040,3,Tax Credit,,869.51,1114.1,0,0,0,999.1,115,0,1114.1,0
1358,Rheingold Gardens Associates L.P. (rheing),555-3I  ,840,3,Tax Credit,,769.8,1090.54,0,0,0,975.54,115,0,1090.54,0
1359,Rheingold Gardens Associates L.P. (rheing),555-4A  ,570,1,Tax Credit,,744.99,829.99,0,0,0,744.99,85,0,829.99,0
1360,Rheingold Gardens Associates L.P. (rheing),555-4B  ,840,2,Tax Credit,,799.88,1113,0,0,712,308,93,0,401,0
1361,Rheingold Gardens Associates L.P. (rheing),555-4C  ,1050,3,Tax Credit,,918.22,1304.09,0,0,0,1189.09,115,0,1304.09,0
1362,Rheingold Gardens Associates L.P. (rheing),555-4D  ,1040,3,Tax Credit,,769.8,1061.42,0,0,0,946.42,115,0,1061.42,0
1363,Rheingold Gardens Associates L.P. (rheing),555-4E  ,840,2,Tax Credit,,622.45,917.54,0,0,0,824.54,93,0,917.54,0
1364,Rheingold Gardens Associates L.P. (rheing),555-4F  ,840,2,Tax Credit,,658.21,952.8,0,0,0,859.8,93,0,952.8,0
1365,Rheingold Gardens Associates L.P. (rheing),555-4G  ,840,2,Tax Credit,,929,1090.97,0,0,709,288.97,93,0,381.97,0
1366,Rheingold Gardens Associates L.P. (rheing),555-4H  ,1040,3,Tax Credit,,846.97,1071.01,0,0,0,956.01,115,0,1071.01,0
1367,Rheingold Gardens Associates L.P. (rheing),555-4I  ,1040,3,Tax Credit,,1085.88,1281.5,0,0,0,1166.5,115,0,1281.5,0
1368,Rheingold Gardens Associates L.P. (rheing),555-5A  ,0,1,Tax Credit,,624.77,853.22,0,0,622.22,174,57,0,231,0
1369,Rheingold Gardens Associates L.P. (rheing),555-5B  ,840,2,Tax Credit,,516.01,1135.56,0,0,856.56,186,93,0,279,0
1370,Rheingold Gardens Associates L.P. (rheing),555-5C  ,1040,3,Tax Credit,,240.74,1346.49,0,0,1087.49,144,115,0,259,0
1371,Rheingold Gardens Associates L.P. (rheing),555-5D  ,1040,3,Tax Credit,,942.74,1334.45,0,0,0,1219.45,115,0,1334.45,0
1372,Rheingold Gardens Associates L.P. (rheing),555-5E  ,840,2,Tax Credit,,1038.87,1770.74,0,0,602.87,1038.87,129,0,1167.87,0
1373,Rheingold Gardens Associates L.P. (rheing),555-5F  ,840,2,Tax Credit,,905.43,1004.61,0,0,0,946.61,58,0,1004.61,0
1374,Rheingold Gardens Associates L.P. (rheing),555-5G  ,840,2,Tax Credit,,1011.28,1150.3,0,0,0,1057.3,93,0,1150.3,0
1375,Rheingold Gardens Associates L.P. (rheing),555-5H  ,1050,3,Tax Credit,,769.8,1004.4,0,0,0,889.4,115,0,1004.4,0
1376,Rheingold Gardens Associates L.P. (rheing),555-5I  ,1050,3,Tax Credit,,1013.47,1279.52,0,0,0,1164.52,115,0,1279.52,0
1377,Rheingold Gardens Associates L.P. (rheing),555-6A  ,570,1,Tax Credit,,624.77,888.12,0,0,0,816.12,72,0,888.12,0
1378,Rheingold Gardens Associates L.P. (rheing),555-6B  ,840,2,Tax Credit,,808.86,1149.6,0,0,0,1056.6,93,0,1149.6,0
1379,Rheingold Gardens Associates L.P. (rheing),555-6C  ,1050,3,Tax Credit,,861.89,998.43,0,0,464.43,419,115,0,534,0
1380,Rheingold Gardens Associates L.P. (rheing),555-6D  ,1040,3,Tax Credit,,928.29,1248.36,0,0,0,1133.36,115,0,1248.36,0
1381,Rheingold Gardens Associates L.P. (rheing),555-6E  ,840,2,Tax Credit,,905.43,1075.37,0,0,0,982.37,93,0,1075.37,0
1382,Rheingold Gardens Associates L.P. (rheing),555-6F  ,840,2,Tax Credit,,948.62,1016.1,0,0,0,958.1,58,0,1016.1,0
1383,Rheingold Gardens Associates L.P. (rheing),555-6G  ,840,2,Tax Credit,,658.24,952.55,0,0,0,859.55,93,0,952.55,0
1384,Rheingold Gardens Associates L.P. (rheing),555-6H  ,1040,3,Tax Credit,,306,1370.66,0,0,958.66,297,115,0,412,0
1385,Rheingold Gardens Associates L.P. (rheing),555-6I  ,1124.69,3,Tax Credit,,223,1179.69,0,0,717.69,407,55,0,462,0
1386,Schaeffer Apartment HDFC (schaeff),1A      ,0,1,Tax Credit,,961,1046.05,0,0,499,462.05,85,0,547.05,0
1387,Schaeffer Apartment HDFC (schaeff),1B      ,0,0,,,1732,0,0,0,0,0,0,0,0,0
1388,Schaeffer Apartment HDFC (schaeff),1C      ,0,2,Tax Credit,,687.6,748.6,0,0,0,687.6,61,0,748.6,0
1389,Schaeffer Apartment HDFC (schaeff),2A      ,0,2,Tax Credit,,791.15,852.15,0,0,0,791.15,61,0,852.15,0
1390,Schaeffer Apartment HDFC (schaeff),2B      ,0,1,Tax Credit,,719.63,734.43,0,0,0,673.43,61,0,734.43,0
1391,Schaeffer Apartment HDFC (schaeff),2C      ,0,2,Tax Credit,,650,686,0,0,0,625,61,0,686,0
1392,Schaeffer Apartment HDFC (schaeff),2D      ,0,2,Tax Credit,,669.19,730.19,0,0,0,669.19,61,0,730.19,0
1393,Schaeffer Apartment HDFC (schaeff),2E      ,0,2,Tax Credit,,869.9,930.9,0,0,0,869.9,61,0,930.9,0
1394,Schaeffer Apartment HDFC (schaeff),2F      ,0,1,Tax Credit,,849.7,859,0,0,0,801,58,0,859,0
1395,Schaeffer Apartment HDFC (schaeff),3A      ,0,2,Tax Credit,,760.56,806.94,0,0,0,745.94,61,0,806.94,0
1396,Schaeffer Apartment HDFC (schaeff),3B      ,0,1,,,963,203,0,0,0,203,57,0,0,0
1397,Schaeffer Apartment HDFC (schaeff),3C      ,0,2,Tax Credit,,644.74,705.74,0,0,0,644.74,61,0,705.74,0
1398,Schaeffer Apartment HDFC (schaeff),3D      ,0,2,Tax Credit,,804.53,743.55,0,0,0,682.55,61,0,743.55,0
1399,Schaeffer Apartment HDFC (schaeff),3E      ,0,2,Tax Credit,,1046.67,1021.44,0,0,0,960.44,61,0,1021.44,0
1400,Schaeffer Apartment HDFC (schaeff),3F      ,0,1,Tax Credit,,658.11,656.8,0,0,0,598.8,58,0,656.8,0
1401,Schaeffer Apartment HDFC (schaeff),4A      ,0,2,,,1172.13,1393,0,0,0,1393,58,0,0,0
1402,Schaeffer Apartment HDFC (schaeff),4B      ,0,1,Tax Credit,,778.45,864.45,0,0,0,778.45,86,0,864.45,0
1403,Schaeffer Apartment HDFC (schaeff),4C      ,0,2,Tax Credit,,900,961,0,0,0,900,61,0,961,0
1404,Schaeffer Apartment HDFC (schaeff),4D      ,0,2,Tax Credit,,1089.38,1111,0,0,0,1050,61,0,1111,0
1405,Schaeffer Apartment HDFC (schaeff),4E      ,0,2,Tax Credit,,859.44,775.83,0,0,0,714.83,61,0,775.83,0
1406,Schaeffer Apartment HDFC (schaeff),4F      ,0,1,,,691.11,0,0,0,0,0,57,0,0,0
1407,Schaeffer Apartment HDFC (schaeff),5A      ,0,2,Tax Credit,,893.72,1040.59,0,0,911.59,0,129,0,129,0
1408,Schaeffer Apartment HDFC (schaeff),5B      ,0,1,Tax Credit,,1354.84,1301,0,0,821,422,58,0,480,0
1409,Schaeffer Apartment HDFC (schaeff),5C      ,0,2,,,731.97,481,0,0,0,481,58,0,0,0
1410,Schaeffer Apartment HDFC (schaeff),5D      ,0,2,Tax Credit,,831.81,941.81,0,0,0,831.81,110,0,941.81,0
1411,Schaeffer Apartment HDFC (schaeff),5E      ,0,2,Tax Credit,,756.75,755.29,0,0,0,694.29,61,0,755.29,0
1412,Schaeffer Apartment HDFC (schaeff),5F      ,0,1,Tax Credit,,998.97,1083.97,0,0,260.97,738,85,0,823,0
1413,Schaeffer Apartment HDFC (schaeff),6A      ,0,2,Tax Credit,,1050,1111,0,0,0,1050,61,0,1111,0
1414,Schaeffer Apartment HDFC (schaeff),6B      ,0,1,Tax Credit,,835.59,885.59,0,0,0,835.59,50,0,885.59,0
1415,Schaeffer Apartment HDFC (schaeff),6C      ,0,2,Tax Credit,,935.7,962.66,0,0,0,910.66,52,0,962.66,0
1416,Schaeffer Apartment HDFC (schaeff),6D      ,0,2,Tax Credit,,1066.03,1107,0,0,0,1066,41,0,1107,0
1417,Schaeffer Apartment HDFC (schaeff),6E      ,0,2,Tax Credit,,702,763,0,0,0,702,61,0,763,0
1418,Schaeffer Apartment HDFC (schaeff),6F      ,0,1,Tax Credit,,579.37,637.37,0,0,0,579.37,58,0,637.37,0
1419,Schaeffer Apartment HDFC (schaeff),SUPER-1B,0,2,Tax Credit,,0,61,0,0,0,0,61,0,61,0
1420,Stammtisch Associates L.P. (stamm),1116-1A ,531,1,Tax Credit,,747,804,0,0,0,747,57,0,804,0
1421,Stammtisch Associates L.P. (stamm),1116-1B ,531,1,Tax Credit,,792.69,848.69,0,0,546,230.69,72,0,302.69,0
1422,Stammtisch Associates L.P. (stamm),1116-2A ,1253,3,Tax Credit,,1196,2215.42,0,0,850,1250.42,115,0,1365.42,0
1423,Stammtisch Associates L.P. (stamm),1116-3A ,1253,3,Tax Credit,,1039,1127,0,0,548,504,75,0,579,0
1424,Stammtisch Associates L.P. (stamm),1285-1A ,894,2,Tax Credit,,956.69,964,0,0,730,176,58,0,234,0
1425,Stammtisch Associates L.P. (stamm),1285-2A ,770,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
1426,Stammtisch Associates L.P. (stamm),1285-3A ,837,2,Tax Credit,,906,964,0,0,845,61,58,0,119,0
1427,Stammtisch Associates L.P. (stamm),1285-3B ,751,2,Tax Credit,,906,964,0,0,592,314,58,0,372,0
1428,Stammtisch Associates L.P. (stamm),1285-4A ,801,2,Tax Credit,,906,964,0,0,532,374,58,0,432,0
1429,Stammtisch Associates L.P. (stamm),1344-1  ,1004,2,Tax Credit,,1041,1099,0,0,0,1041,58,0,1099,0
1430,Stammtisch Associates L.P. (stamm),1344-2  ,1312,3,Tax Credit,,1039,1152,0,0,766,312,74,0,386,0
1431,Stammtisch Associates L.P. (stamm),1344-3  ,1312,3,Tax Credit,,1086.27,1039,0,0,0,1039,0,0,1039,0
1432,Stammtisch Associates L.P. (stamm),1351-1A ,619,1,Tax Credit,,747,838,0,0,0,838,0,0,838,0
1433,Stammtisch Associates L.P. (stamm),1351-1B ,833,2,Tax Credit,,924.12,964,0,0,0,906,58,0,964,0
1434,Stammtisch Associates L.P. (stamm),1351-2A ,850,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
1435,Stammtisch Associates L.P. (stamm),1351-2B ,746,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
1436,Stammtisch Associates L.P. (stamm),1351-3A ,850,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
1437,Stammtisch Associates L.P. (stamm),1351-3B ,746,2,Tax Credit,,906,964,0,0,159.14,746.86,58,0,804.86,0
1438,Stammtisch Associates L.P. (stamm),1560-1A ,1030,2,,,906,1004.52,0,0,0,1004.52,58,0,0,0
1439,Stammtisch Associates L.P. (stamm),1560-2A ,724,1,,,761.94,0,0,0,0,0,57,0,0,0
1440,Stammtisch Associates L.P. (stamm),1560-2B ,681,1,Tax Credit,,860,975.72,0,0,0,903.72,72,0,975.72,0
1441,Stammtisch Associates L.P. (stamm),1560-3A ,501,1,Tax Credit,,860,1073.2,0,0,685,316.2,72,0,388.2,0
1442,Stammtisch Associates L.P. (stamm),1560-3B ,905,2,,,906,1004.52,0,0,0,1004.52,58,0,0,0
1443,Stammtisch Associates L.P. (stamm),195-1A  ,795,2,,,906,990.32,0,0,0,990.32,58,0,0,0
1444,Stammtisch Associates L.P. (stamm),195-1B  ,434,0,Tax Credit,,678,733,0,0,0,678,55,0,733,0
1445,Stammtisch Associates L.P. (stamm),195-2A  ,1043,2,Tax Credit,,906,964,0,0,546,360,58,0,418,0
1446,Stammtisch Associates L.P. (stamm),195-2B  ,893,2,Tax Credit,,906,964,0,0,780,126,58,0,184,0
1447,Stammtisch Associates L.P. (stamm),195-3A  ,1253,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
1448,Stammtisch Associates L.P. (stamm),26-1A   ,932,2,Tax Credit,,1041,1187.24,0,0,925.24,178,84,0,262,0
1449,Stammtisch Associates L.P. (stamm),26-2A   ,636,1,Tax Credit,,747,818.94,0,0,637.94,124,57,0,181,0
1450,Stammtisch Associates L.P. (stamm),26-2B   ,526,1,Tax Credit,,780.99,878.99,0,0,0,780.99,98,0,878.99,0
1451,Stammtisch Associates L.P. (stamm),26-3A   ,452,1,Tax Credit,,906.71,963.71,0,0,0,906.71,57,0,963.71,0
1452,Stammtisch Associates L.P. (stamm),26-3B   ,802,2,Tax Credit,,906,773.62,0,0,0,715.62,58,0,773.62,0
1453,Stammtisch Associates L.P. (stamm),27-1    ,1298,3,Tax Credit,,1089.13,1093,0,0,0,1039,54,0,1093,0
1454,Stammtisch Associates L.P. (stamm),27-2A   ,690,1,Tax Credit,,860,917,0,0,398,462,57,0,519,0
1455,Stammtisch Associates L.P. (stamm),27-2B   ,690,1,Tax Credit,,761.93,804,0,0,0,747,57,0,804,0
1456,Stammtisch Associates L.P. (stamm),27-3A   ,619,1,Tax Credit,,747,804,0,0,0,747,57,0,804,0
1457,Stammtisch Associates L.P. (stamm),27-3B   ,766,2,Tax Credit,,1061.82,1099,0,0,0,1041,58,0,1099,0
1458,Stammtisch Associates L.P. (stamm),279-1   ,1109,3,,,1039,1094.46,0,0,0,1094.46,74,0,0,0
1459,Stammtisch Associates L.P. (stamm),279-2   ,1109,3,Tax Credit,,1039,915,0,0,763,78,74,0,152,0
1460,Stammtisch Associates L.P. (stamm),279-299C,3156,0,,,5060,0,0,0,0,0,0,0,0,0
1461,Stammtisch Associates L.P. (stamm),299-1B  ,800,2,Tax Credit,,906,964,0,0,570,336,58,0,394,0
1462,Stammtisch Associates L.P. (stamm),299-2   ,629,1,Tax Credit,,860,917,0,0,0,860,57,0,917,0
1463,Stammtisch Associates L.P. (stamm),299-3   ,880,2,Tax Credit,,906,906,0,0,575,331,0,0,331,0
1464,Stammtisch Associates L.P. (stamm),64-1A   ,1455,3,Tax Credit,,1039,1113,0,0,712,327,74,0,401,0
1465,Stammtisch Associates L.P. (stamm),64-2A   ,964,2,Tax Credit,,1041,1119.82,0,0,0,1061.82,58,0,1119.82,0
1466,Stammtisch Associates L.P. (stamm),64-3A   ,1415,4,Tax Credit,,1167,1243.75,0,0,234.75,932,77,0,1009,0
1467,West Bushwick 203K HDFC (wb203k),1126-1A ,0,1,,,1425,159,0,0,0,159,0,0,0,0
1468,West Bushwick 203K HDFC (wb203k),1126-1B ,0,1,,,1455.43,0,0,0,0,0,0,0,0,0
1469,West Bushwick 203K HDFC (wb203k),1126-1B ,0,1,,,1455.43,187,0,0,0,187,0,0,0,0
1470,West Bushwick 203K HDFC (wb203k),1126-2A ,0,1,,,1147.12,198,0,0,0,198,0,0,0,0
1471,West Bushwick 203K HDFC (wb203k),1126-2B ,0,1,,,1491,145,0,0,0,145,0,0,0,0
1472,West Bushwick 203K HDFC (wb203k),1126-3A ,0,1,,,1205.05,1265.3,0,0,0,1265.3,0,0,0,0
1473,West Bushwick 203K HDFC (wb203k),1126-3B ,0,2,,,913.9,1061.9,0,0,0,1061.9,0,0,0,0
1474,West Bushwick 203K HDFC (wb203k),1225-2A ,0,2,,,1126.73,1240.64,0,0,0,1240.64,0,0,0,0
1475,West Bushwick 203K HDFC (wb203k),1225-2B ,0,1,,,1048.34,1145.9,0,0,0,1145.9,0,0,0,0
1476,West Bushwick 203K HDFC (wb203k),1225-3A ,0,3,,,1896.62,291,0,0,0,291,0,0,0,0
1477,West Bushwick 203K HDFC (wb203k),1225-4A ,0,3,,,825.42,940.35,0,0,0,940.35,0,0,0,0
1478,West Bushwick 203K HDFC (wb203k),1225-COM,0,0,,,1500,0,0,0,0,0,0,0,0,0
1479,West Bushwick 203K HDFC (wb203k),1248-1FL,1196,3,,,416,139,0,0,0,139,0,0,0,0
1480,West Bushwick 203K HDFC (wb203k),1248-2FL,0,3,,,1911.01,0,0,0,0,0,0,0,0,0
1481,West Bushwick 203K HDFC (wb203k),1278-1A ,0,3,,,857.47,925.81,0,0,0,925.81,0,0,0,0
1482,West Bushwick 203K HDFC (wb203k),1278-2A ,0,1,,,785.85,817.59,0,0,0,817.59,0,0,0,0
1483,West Bushwick 203K HDFC (wb203k),1289-1A ,0,1,,,304,2195.88,0,0,0,2195.88,0,0,0,0
1484,West Bushwick 203K HDFC (wb203k),1289-2A ,0,1,,,1004.46,1128.13,0,0,0,1128.13,0,0,0,0
1485,West Bushwick 203K HDFC (wb203k),1289-2B ,0,2,,,1523.32,0,0,0,0,0,0,0,0,0
1486,West Bushwick 203K HDFC (wb203k),1289-3A ,0,3,,,1140.75,1707.16,0,0,0,1707.16,0,0,0,0
1487,West Bushwick 203K HDFC (wb203k),1463-1A ,0,2,,,1679.34,178,0,0,0,178,0,0,0,0
1488,West Bushwick 203K HDFC (wb203k),1463-2A ,0,2,,,1613.07,1694.72,0,0,0,1694.72,0,0,0,0
1489,West Bushwick 203K HDFC (wb203k),1463-3A ,0,2,,,975,1341.37,0,0,0,1341.37,0,0,0,0
1490,West Bushwick 203K HDFC (wb203k),184-1A  ,0,1,,,1144,1293.71,0,0,0,1293.71,0,0,0,0
1491,West Bushwick 203K HDFC (wb203k),184-2A  ,0,3,,,1425.82,310,0,0,0,310,0,0,0,0
1492,West Bushwick 203K HDFC (wb203k),184-2B  ,0,1,,,1423.27,0,0,0,0,0,0,0,0,0
1493,West Bushwick 203K HDFC (wb203k),184-3A  ,0,2,,,1551.08,1551.08,0,0,0,1551.08,0,0,0,0
1494,West Bushwick 203K HDFC (wb203k),184-COMM,0,0,,,0,0,0,0,0,0,0,0,0,0
1495,West Bushwick 203K HDFC (wb203k),187-1A  ,0,1,,,1038.58,1038.58,0,0,0,1038.58,112,0,0,0
1496,West Bushwick 203K HDFC (wb203k),187-2A  ,0,1,,,97,0,0,0,0,0,0,0,0,0
1497,West Bushwick 203K HDFC (wb203k),192-1A  ,0,3,,,1905.39,353,0,0,0,353,0,0,0,0
1498,West Bushwick 203K HDFC (wb203k),192-2A  ,0,3,,,825.43,940.36,0,0,0,940.36,0,0,0,0
1499,West Bushwick 203K HDFC (wb203k),192-2B  ,0,1,,,1051.64,187,0,0,0,187,0,0,0,0
1500,West Bushwick 203K HDFC (wb203k),192-3A  ,0,2,,,1426,808,0,0,0,808,0,0,0,0
1501,West Bushwick 203K HDFC (wb203k),233-1A  ,0,1,,,1238,366,0,0,0,366,0,0,0,0
1502,West Bushwick 203K HDFC (wb203k),233-1B  ,0,1,,,1220,239,0,0,0,239,0,0,0,0
1503,West Bushwick 203K HDFC (wb203k),233-2A  ,0,1,,,1375.28,184,0,0,0,184,0,0,0,0
1504,West Bushwick 203K HDFC (wb203k),233-2B  ,0,1,,,148,321,0,0,0,321,0,0,0,0
1505,West Bushwick 203K HDFC (wb203k),233-3A  ,0,1,,,895,961.45,0,0,0,961.45,0,0,0,0
1506,West Bushwick 203K HDFC (wb203k),233-3B  ,0,1,,,820,1148.09,0,0,0,1148.09,0,0,0,0
