Name,City,Country,IATA,ICAO,Latitude,Longitude
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.40555573,6.528889179
Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,51.09999847,7.599999905
Arnsberg-Menden Airport,Arnsberg,Germany,\N,EDLA,51.48389053,7.898333073
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.40230179,6.937329769
Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,51.964722,8.544444
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.230278,6.504444
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.61410141,8.616319656
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.99583435,6.840556145
Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.5182991,7.612239838
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667
Biberach a.d. Riß Airfield,Biberach,Germany,\N,EDMB,48.111111,9.762778
Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,48.39611053,12.72361088
Mindelheim-Mattsies Airfield,Mindelheim,Germany,\N,EDMN,48.106945,10.525
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.081402,11.2831
Straubing Airport,Straubing,Germany,RBM,EDMS,48.90083313,12.51666737
Vilshofen Airport,Vilshofen,Germany,\N,EDMV,48.63499832,13.19555569
Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,47.85889053,10.01416683
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.67129898,9.511489868
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834
Stendal-Borstel Airport,Stendal,Germany,\N,EDOV,52.62888718,11.81861115
Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,48.77777863,10.26472187
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.985001,11.64
Burg Feuerstein Airport,Burg Feuerstein,Germany,URD,EDQE,49.79416656,11.13361073
Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.28861237,11.85638905
Haßfurt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,50.01805496,10.52944374
Koblenz-Winningen Airfield,Koblenz,Germany,\N,EDRK,50.325558,7.528611
Trier-Föhren Airport,Trier,Germany,\N,EDRT,49.863888,6.7875
Speyer Airfield,Speyer,Germany,\N,EDRY,49.304722,8.451389
Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.2094,7.40056
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,47.97333145,8.522221565
Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,48.02277756,7.832499981
Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,48.05389023,9.372777939
Adolf Würth Airport,Schwaebisch Hall,Germany,\N,EDTY,49.11833191,9.783888817
Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,51.607498,13.743611
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967
Hildesheim Airport,Hildesheim,Germany,\N,EDVM,52.18138885,9.946389198
Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.506943,8.572778
Emden Airport,Emden,Germany,EME,EDWE,53.391109,7.2275
Leer-Papenburg Airport,Leer,Germany,\N,EDWF,53.27194214,7.44166708
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,53.50222015,8.052222252
Borkum Airport,Borkum,Germany,BMK,EDWR,53.59639,6.709167
Norderney Airport,Norderney,Germany,NRD,EDWY,53.70694351,7.230000019
Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,54.7733345,9.378889084
Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,EDXR,54.22000122,9.599444389
Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.91320038,8.340470314
Ämari Air Base,Armari Air Force Base,Estonia,\N,EEEI,59.26029968,24.20849991
Kärdla Airport,Kardla,Estonia,KDL,EEKA,58.99079895,22.83069992
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.22990036,22.5095005
Pärnu Airport,Parnu,Estonia,EPU,EEPU,58.41899872,24.4727993
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956,24.83279991
Tartu Airport,Tartu,Estonia,TAY,EETU,58.30749893,26.69039917
Enontekio Airport,Enontekio,Finland,ENF,EFET,68.36260223,23.42429924
Eura Airport,Eura,Finland,\N,EFEU,61.11610031,22.20140076
Halli Airport,Halli,Finland,KEV,EFHA,61.856039,24.786686
Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,60.25460052,25.0428009
Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.31719971,24.9633007
Hameenkyro Airport,Hameenkyro,Finland,\N,EFHM,61.68970108,23.07369995
Hanko Airport,Hanko,Finland,\N,EFHN,59.84889984,23.08359909
Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,60.65439987,24.8810997
Kiikala Airport,Kikala,Finland,\N,EFIK,60.46250153,23.65250015
Immola Airport,Immola,Finland,\N,EFIM,61.24919891,28.90369987
Kitee Airport,Kitee,Finland,KTQ,EFIT,62.1661,30.073601
Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.6072998,27.40530014
Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.66289902,29.60750008
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.3995018,25.67830086
Kauhava Airport,Kauhava,Finland,KAU,EFKA,63.127102,23.051399
Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.77870178,24.58209991
Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.28549957,27.69239998
Kauhajoki Airport,Kauhajoki,Finland,KHJ,EFKJ,62.46250153,22.39310074
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.72119904,23.14310074
Kemijarvi Airport,Kemijarvi,Finland,\N,EFKM,66.712898,27.156799
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.98760223,29.23940086
Kittilä Airport,Kittila,Finland,KTT,EFKT,67.7009964,24.84679985
Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.00709915,27.79780006
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,EFLA,61.144199,25.693501
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743
Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.12220001,19.89819908
Menkijarvi Airport,Menkijarvi,Finland,\N,EFME,62.94670105,23.51889992
Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,61.6866,27.201799
Nummela Airport,Nummela,Finland,\N,EFNU,60.33390045,24.29640007
Oulu Airport,Oulu,Finland,OUL,EFOU,64.93009949,25.35460091
Piikajarvi Airport,Piikajarvi,Finland,\N,EFPI,61.24560165,22.19339943
Pori Airport,Pori,Finland,POR,EFPO,61.46170044,21.79999924
Pudasjärvi Airport,Pudasjarvi,Finland,\N,EFPU,65.40219879,26.94689941
Pyhäsalmi Airport,Pyhasalmi,Finland,\N,EFPY,63.73189926,25.92630005
Raahe Pattijoki Airport,Pattijoki,Finland,\N,EFRH,64.68810272,24.69580078
Rantasalmi Airport,Rantasalmi,Finland,\N,EFRN,62.06549835,28.35650063
Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.56479645,25.83040047
Rayskala Airport,Rayskala,Finland,\N,EFRY,60.74470139,24.10779953
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.94309998,28.94510078
Selanpaa Airport,Selanpaa,Finland,\N,EFSE,61.06240082,26.7989006
Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,67.39499664,26.61910057
Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.41410065,23.60440063
Teisko Airport,Teisko,Finland,\N,EFTS,61.7733,24.027
Turku Airport,Turku,Finland,TKU,EFTU,60.51409912,22.26280022
Utti Air Base,Utti,Finland,UTI,EFUT,60.89640045,26.93840027
Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.05070114,21.7621994
Varkaus Airport,Varkaus,Finland,VRK,EFVR,62.17110062,27.86860085
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,EFYL,64.0547222,24.7252778
Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.65750122,-6.215829849
St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.39889908,-7.651669979
George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921,-5.872499943
City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.0428009,-7.161109924
Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45389938,-1.748029947
Coventry Airport,Coventry,United Kingdom,CVT,EGBE,52.36970139,-1.479719996
Leicester Airport,Leicester,United Kingdom,\N,EGBG,52.60779953,-1.031939983
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.89419937,-2.167220116
Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,\N,EGBO,52.51750183,-2.259439945
Cotswold Airport,Pailton,United Kingdom,GBA,EGBP,51.668095,-2.05694
Turweston Airport,Turweston,United Kingdom,\N,EGBT,52.04079819,-1.095559955
Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,\N,EGBW,52.19219971,-1.614439964
Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873,-2.274950027
Manchester Woodford Airport,Woodfort,United Kingdom,\N,EGCD,53.3381,-2.14889
Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,\N,EGDC,51.08720016,-4.15034008
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.44060135,-4.995409966
RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.5051,-1.99343
MoD Boscombe Down Airport,Boscombe Down,United Kingdom,\N,EGDM,51.15219879,-1.747410059
RNAS Culdrose,Culdrose,United Kingdom,\N,EGDR,50.08610153,-5.255710125
MoD St. Athan,St. Athan,United Kingdom,\N,EGDX,51.4048,-3.43575
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.00939941,-2.638819933
Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,EGFE,51.83309937,-4.961110115
Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.39670181,-3.343329906
Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.6053009,-4.067830086
Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909,-2.849720001
London Luton Airport,London,United Kingdom,LTN,EGGW,51.87469864,-0.368333012
Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,50.422798,-4.10583
Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.77999878,-1.842499971
Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029831,-1.35679996
Lasham Airport,Lasham,United Kingdom,QLA,EGHL,51.18719864,-1.033499956
Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706104,-2.21472
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.43500137,-2.601969957
Jersey Airport,Jersey,Jersey,JER,EGJJ,49.207901,-2.195509911
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,50.835602,-0.297222
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,51.3307991,0.032499999
London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278
London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278
Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,51.2757988,-0.776332974
Chalgrove Airport,Chalsgrove,United Kingdom,\N,EGLJ,51.67610168,-1.080829978
Blackbushe Airport,Blackbushe,United Kingdom,BBS,EGLK,51.32389832,-0.847500026
London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941
Southend Airport,Southend,United Kingdom,SEN,EGMC,51.57139969,0.695555985
Lydd Airport,Lydd,United Kingdom,LYX,EGMD,50.95610046,0.939167023
Kent International Airport,Manston,United Kingdom,MSE,EGMH,51.342201,1.34611
Brough Airport,Brough,United Kingdom,\N,EGNB,53.7197,-0.566333
Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,54.9375,-2.809170008
Retford Gamston Airport,Repton,United Kingdom,\N,EGNE,53.2806015,-0.951389015
Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.77170181,-3.028609991
Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.57440186,-0.350832999
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.1286111,-3.2675
Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813,-1.660570025
Warton Airport,Warton,United Kingdom,WRT,EGNO,53.745098,-2.88306
Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.17810059,-2.977780104
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.08330154,-4.623889923
Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.03749847,-1.691669941
Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.50920105,-1.429409981
East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.83110046,-1.328060031
Llanbedr Airport,Llanbedr,United Kingdom,\N,EGOD,52.81169891,-4.123579979
RAF Ternhill,Ternhill,United Kingdom,\N,EGOE,52.87120056,-2.533560038
RAF Shawbury,Shawbury,United Kingdom,\N,EGOS,52.7981987,-2.668040037
RAF Woodvale,Woodvale,United Kingdom,\N,EGOW,53.5816,-3.05552
Kirkwall Airport,Kirkwall,United Kingdom,KOI,EGPA,58.95780182,-2.904999971
Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.87889862,-1.295560002
Wick Airport,Wick,United Kingdom,WIC,EGPC,58.45890045,-3.093060017
Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.20190048,-2.197779894
Inverness Airport,Inverness,United Kingdom,INV,EGPE,57.54249954,-4.047500134
Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87189865,-4.433060169
Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076,-3.372499943
Islay Airport,Islay,United Kingdom,ILY,EGPI,55.68190002,-6.256669998
Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,EGPK,55.50939941,-4.586669922
Benbecula Airport,Benbecula,United Kingdom,BEB,EGPL,57.48109818,-7.362780094
Scatsta Airport,Scatsta,United Kingdom,SCS,EGPM,60.43280029,-1.296110034
Dundee Airport,Dundee,United Kingdom,DND,EGPN,56.45249939,-3.02583003
Stornoway Airport,Stornoway,United Kingdom,SYY,EGPO,58.21559906,-6.331110001
Tiree Airport,Tiree,United Kingdom,TRE,EGPU,56.49919891,-6.869170189
RAF Leuchars,Leuchars,United Kingdom,ADX,EGQL,56.3728981,-2.868439913
RAF Lossiemouth,Lossiemouth,United Kingdom,LMO,EGQS,57.7052002,-3.339169979
Cambridge Airport,Cambridge,United Kingdom,CBG,EGSC,52.205002,0.175
Peterborough Business Airport,Peterborough,United Kingdom,\N,EGSF,52.4681015,-0.251111001
Norwich International Airport,Norwich,United Kingdom,NWI,EGSH,52.67580032,1.282780051
London Stansted Airport,London,United Kingdom,STN,EGSS,51.88499832,0.234999999
North Weald Airport,North Weald,United Kingdom,\N,EGSX,51.72169876,0.154166996
Sheffield City Heliport,Fowlmere,United Kingdom,\N,EGSY,53.394299,-1.38849
Cranfield Airport,Cranfield,United Kingdom,\N,EGTC,52.07220078,-0.616666973
Exeter International Airport,Exeter,United Kingdom,EXT,EGTE,50.7344017,-3.413889885
Bristol Filton Airport,Bristol,United Kingdom,FZO,EGTG,51.51940155,-2.590830088
Oxford (Kidlington) Airport,Oxford,United Kingdom,OXF,EGTK,51.8368988,-1.320000052
RAF Benson,Benson,United Kingdom,BEX,EGUB,51.61640167,-1.095829964
RAF Lakenheath,Lakenheath,United Kingdom,LKZ,EGUL,52.40930176,0.56099999
RAF Mildenhall,Mildenhall,United Kingdom,MHZ,EGUN,52.36190033,0.486405998
RAF Wattisham,Wattisham,United Kingdom,\N,EGUW,52.12730026,0.956264019
RAF Wyton,Wyton,United Kingdom,QUY,EGUY,52.35720062,-0.107832998
RAF Fairford,Fairford,United Kingdom,FFD,EGVA,51.68220139,-1.790030003
RAF Brize Norton,Brize Norton,United Kingdom,BZZ,EGVN,51.75,-1.58362
RAF Odiham,Odiham,United Kingdom,ODH,EGVO,51.23410034,-0.942825019
DCAE Cosford Air Base,Cosford,United Kingdom,\N,EGWC,52.639999,-2.30558
RAF Northolt,Northolt,United Kingdom,NHT,EGWU,51.5530014,-0.418166995
RAF Coningsby,Coningsby,United Kingdom,QCY,EGXC,53.0929985,-0.166014001
RAF Dishforth,Dishforth,United Kingdom,\N,EGXD,54.1371994,-1.420250058
Leeming Airport,Leeming,United Kingdom,\N,EGXE,54.2924,-1.5354
Leeds East Airport,Church Fenton,United Kingdom,\N,EGXG,53.834301,-1.1955
RAF Honington,Honington,United Kingdom,BEQ,EGXH,52.34260178,0.772939026
RAF Cottesmore,Cottesmore,United Kingdom,\N,EGXJ,52.735699,-0.648769
RAF Scampton,Scampton,United Kingdom,SQZ,EGXP,53.30780029,-0.550832987
RAF Wittering,Wittering,United Kingdom,\N,EGXT,52.612598,-0.476453
RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,HRT,EGXU,54.0489006,-1.252750039
RAF Waddington,Waddington,United Kingdom,WTN,EGXW,53.16619873,-0.523810983
RAF Topcliffe,Topcliffe,United Kingdom,\N,EGXZ,54.20550156,-1.382089973
RAF Cranwell,Cranwell,United Kingdom,\N,EGYD,53.03030014,-0.483242005
RAF Barkston Heath,Barkston Heath,United Kingdom,\N,EGYE,52.96220016,-0.561625004
RAF Marham,Marham,United Kingdom,KNF,EGYM,52.648395,0.550692
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,EGYP,-51.82279968,-58.44720078
Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389
Budel Airfield Kempen,Weert,Netherlands,\N,EHBD,51.255299,5.60139
Maastricht Aachen Airport,Maastricht,Netherlands,MST,EHBK,50.911701,5.77014
Deelen Air Base,Deelen,Netherlands,\N,EHDL,52.0606,5.87306
Drachten Airport,Drachten,Netherlands,\N,EHDR,53.11920166,6.129720211
Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,51.45009995,5.374529839
Eelde Airport,Groningen,Netherlands,GRQ,EHGG,53.11970139,6.579440117
Gilze Rijen Air Base,Gilze-rijen,Netherlands,GLZ,EHGR,51.56740189,4.931829929
De Kooy Airport,De Kooy,Netherlands,DHR,EHKD,52.92340088,4.780620098
Lelystad Airport,Lelystad,Netherlands,LEY,EHLE,52.4603,5.52722
Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,EHLW,53.22859955,5.760560036
Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,51.956902,4.43722
Soesterberg Air Base,Soesterberg,Netherlands,UTC,EHSB,52.12730026,5.276189804
Twente Airport,Enschede,Netherlands,ENS,EHTW,52.275833,6.889167
Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,EHVB,52.16609955,4.41794014
Woensdrecht Air Base,Woensdrecht,Netherlands,WOE,EHWO,51.4491,4.34203
Cork Airport,Cork,Ireland,ORK,EICK,51.84130096,-8.491109848
Galway Airport,Galway,Ireland,GWY,EICM,53.30020142,-8.941590309
Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007
Ireland West Knock Airport,Connaught,Ireland,NOC,EIKN,53.91030121,-8.818490028
Kerry Airport,Kerry,Ireland,KIR,EIKY,52.18090057,-9.523779869
Casement Air Base,Casement,Ireland,\N,EIME,53.30170059,-6.451330185
Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482
Sligo Airport,Sligo,Ireland,SXL,EISG,54.28020096,-8.599209785
Waterford Airport,Waterford,Ireland,WAT,EIWF,52.18719864,-7.086959839
Aarhus Airport,Aarhus,Denmark,AAR,EKAH,56.29999924,10.61900043
Billund Airport,Billund,Denmark,BLL,EKBI,55.74029922,9.151780128
Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.61790085,12.65600014
Esbjerg Airport,Esbjerg,Denmark,EBJ,EKEB,55.525902,8.5534
Grønholt Hillerød Airport,Gronholt,Denmark,\N,EKGH,55.94139862,12.38220024
Karup Airport,Karup,Denmark,KRP,EKKA,56.29750061,9.124629974
Læsø Airport,Laeso,Denmark,BYR,EKLS,57.27719879,11.00010014
Lolland Falster Maribo Airport,Maribo,Denmark,MRW,EKMB,54.699299,11.4401
Odense Airport,Odense,Denmark,ODE,EKOD,55.47669983,10.33090019
Kruså-Padborg Airport,Krusa-padborg,Denmark,\N,EKPB,54.87030029,9.279009819
Copenhagen Roskilde Airport,Copenhagen,Denmark,RKE,EKRK,55.58560181,12.13140011
Bornholm Airport,Ronne,Denmark,RNN,EKRN,55.06330109,14.75959969
Sønderborg Airport,Soenderborg,Denmark,SGD,EKSB,54.96440125,9.791729927
Skrydstrup Air Base,Skrydstrup,Denmark,SKS,EKSP,55.221048,9.26702
